id,homeTeam,homeTeamImage,awayTeam,awayTeamImage,scoreHome,scoreAway,pointsHome,pointsAway,referee,stadium,capacity,public,date,time,country,round
tQx0SNrj,América-MG,https://static.flashscore.com/res/image/data/Eut0HLfM-nHqWQgSo.png,Atlético-GO,https://static.flashscore.com/res/image/data/WGHITlhl-8f6Hj6B0.png,1,1,1,1,Leandro Vuaden (Bra),Mineirão (Belo Horizonte),61927,2854.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
8zwuTfZ0,Athletico-PR,https://static.flashscore.com/res/image/data/SdnmINcM-QaMaOfUh.png,Botafogo,https://static.flashscore.com/res/image/data/jBDSUABr-rJBthgZj.png,3,0,3,0,Anderson Daronco (Bra),Ligga Arena (Curitiba),42372,19336.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
zooSVdkr,Ceará,https://static.flashscore.com/res/image/data/lO0NK6f5-d29WsioJ.png,Juventude,https://static.flashscore.com/res/image/data/CA0V6qXg-8r8ETTNO.png,4,1,3,0,P. Vollkopf (Bra),Castelão (Fortaleza),60326,,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
nNTkkoj3,Corinthians,https://static.flashscore.com/res/image/data/lY91WW9r-Sv3m8l2G.png,Atlético-MG,https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,0,1,0,3,da Silva Machado B. (Bra),Neo Química Arena (São Paulo),49205,43414.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
d0ZzUzKf,Cuiabá,https://static.flashscore.com/res/image/data/COoi5ag5-6FedhD0P.png,Coritiba,https://static.flashscore.com/res/image/data/xKm8lie5-8f6Hj6B0.png,2,1,3,0,Flávio Rodrigues de Souza (Bra),Arena Pantanal (Cuiabá),44000,17709.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
EypWUG4l,Goiás,https://static.flashscore.com/res/image/data/xd3edbeM-G2OQQubE.png,São Paulo,https://static.flashscore.com/res/image/data/YgK3qNCa-UPn7aGHL.png,0,4,0,3,M. Henrique (Bra),Estádio da Serrinha (Goiânia),14450,12348.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
8xIbmPKF,Internacional,https://static.flashscore.com/res/image/data/4EdoEoil-ALgHCh57.png,Palmeiras,https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,3,0,3,0,B. Arleu (Bra),Estádio José Pinheiro Borda (Porto Alegre),50600,31632.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
YJPojRzc,Red Bull Bragantino,https://static.flashscore.com/res/image/data/llnonZDa-UkMF8Udb.png,Fluminense,https://static.flashscore.com/res/image/data/WlxJgSdM-WUfDDYk1.png,0,1,0,3,Goncalves Lima J. (Bra),Estádio Nabi Abi Chedid (Bragança Paulista),15010,4706.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
UoJfl559,Santos,https://static.flashscore.com/res/image/data/rJGaKUhl-ALgHCh57.png,Fortaleza,https://static.flashscore.com/res/image/data/ObufU2YA-8r8ETTNO.png,0,2,0,3,Wagner do Nascimento (Bra),Vila Belmiro (Santos),16068,11565.0,13/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
KGy4Rsbd,Flamengo,https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,Avaí,https://static.flashscore.com/res/image/data/tGpYsdYg-2LNvhL4k.png,1,2,0,3,E. Alves Batista (Bra),Maracanã (Rio de Janeiro),78838,60064.0,12/11/2022,16:00,BRASIL,SÉRIE A - RODADA 38
M9sQFpap,Atlético-MG,https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,Cuiabá,https://static.flashscore.com/res/image/data/COoi5ag5-6FedhD0P.png,3,0,3,0,B. Arleu (Bra),Mineirão (Belo Horizonte),61927,22502.0,10/11/2022,20:00,BRASIL,SÉRIE A - RODADA 37
rFSKySL3,Botafogo,https://static.flashscore.com/res/image/data/jBDSUABr-rJBthgZj.png,Santos,https://static.flashscore.com/res/image/data/rJGaKUhl-ALgHCh57.png,3,0,3,0,da Silva Machado B. (Bra),Estádio Olímpico Nilton Santos (Rio de Janeiro),46931,26305.0,10/11/2022,20:00,BRASIL,SÉRIE A - RODADA 37
IXKXYP5M,Atlético-GO,https://static.flashscore.com/res/image/data/WGHITlhl-8f6Hj6B0.png,Athletico-PR,https://static.flashscore.com/res/image/data/SdnmINcM-QaMaOfUh.png,1,1,1,1,Goncalves Lima J. (Bra),Estádio Antonio Accioly (Goiânia),12500,3485.0,09/11/2022,21:30,BRASIL,SÉRIE A - RODADA 37
M5ROznyA,Juventude,https://static.flashscore.com/res/image/data/CA0V6qXg-8r8ETTNO.png,Flamengo,https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,2,2,1,1,R. J. Pereira de Lima (Bra),Estadio Alfredo Jaconi (Caxias do Sul),19924,2582.0,09/11/2022,21:30,BRASIL,SÉRIE A - RODADA 37
EuOGx86c,Palmeiras,https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,América-MG,https://static.flashscore.com/res/image/data/Eut0HLfM-nHqWQgSo.png,2,1,3,0,Pereira Sampiao S. (Bra),Allianz Parque (São Paulo),43713,28721.0,09/11/2022,21:30,BRASIL,SÉRIE A - RODADA 37
4UGTZ5jG,Fortaleza,https://static.flashscore.com/res/image/data/ObufU2YA-8r8ETTNO.png,Red Bull Bragantino,https://static.flashscore.com/res/image/data/llnonZDa-UkMF8Udb.png,6,0,3,0,R. Abatti Abel (Bra),Castelão (Fortaleza),60326,38268.0,09/11/2022,20:30,BRASIL,SÉRIE A - RODADA 37
CfKyYqLS,Avaí,https://static.flashscore.com/res/image/data/tGpYsdYg-2LNvhL4k.png,Ceará,https://static.flashscore.com/res/image/data/lO0NK6f5-d29WsioJ.png,2,0,3,0,Luiz Flávio (Bra),Ressacada (Florianópolis),17800,,09/11/2022,19:00,BRASIL,SÉRIE A - RODADA 37
E363T3Tq,Coritiba,https://static.flashscore.com/res/image/data/xKm8lie5-8f6Hj6B0.png,Corinthians,https://static.flashscore.com/res/image/data/lY91WW9r-Sv3m8l2G.png,2,2,1,1,Marcelo de Lima (Bra),Estádio Couto Pereira (Curitiba),40502,28819.0,09/11/2022,19:00,BRASIL,SÉRIE A - RODADA 37
YqoUE4Ej,Fluminense,https://static.flashscore.com/res/image/data/WlxJgSdM-WUfDDYk1.png,Goiás,https://static.flashscore.com/res/image/data/xd3edbeM-G2OQQubE.png,3,0,3,0,P. C. Zanovelli (Bra),Maracanã (Rio de Janeiro),78838,33172.0,09/11/2022,19:00,BRASIL,SÉRIE A - RODADA 37
zkPCwlii,São Paulo,https://static.flashscore.com/res/image/data/YgK3qNCa-UPn7aGHL.png,Internacional,https://static.flashscore.com/res/image/data/4EdoEoil-ALgHCh57.png,0,1,0,3,Wagner do Nascimento (Bra),Estádio do MorumBIS (São Paulo),77011,19692.0,08/11/2022,21:30,BRASIL,SÉRIE A - RODADA 37
WGzL67MT,Atlético-MG,https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,Botafogo,https://static.flashscore.com/res/image/data/jBDSUABr-rJBthgZj.png,0,2,0,3,Leandro Vuaden (Bra),Mineirão (Belo Horizonte),61927,31160.0,07/11/2022,20:00,BRASIL,SÉRIE A - RODADA 36
QwdfL6yN,Cuiabá,https://static.flashscore.com/res/image/data/COoi5ag5-6FedhD0P.png,Palmeiras,https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,1,1,1,1,da Silva Machado B. (Bra),Arena Pantanal (Cuiabá),44000,21230.0,06/11/2022,18:30,BRASIL,SÉRIE A - RODADA 36
4UfbKQjT,Coritiba,https://static.flashscore.com/res/image/data/xKm8lie5-8f6Hj6B0.png,Flamengo,https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,1,0,3,0,Raphael Claus (Bra),Estádio Couto Pereira (Curitiba),40502,32021.0,06/11/2022,16:00,BRASIL,SÉRIE A - RODADA 36
UB2oNS6A,Fortaleza,https://static.flashscore.com/res/image/data/ObufU2YA-8r8ETTNO.png,Atlético-GO,https://static.flashscore.com/res/image/data/WGHITlhl-8f6Hj6B0.png,1,1,1,1,Luiz Flávio (Bra),Castelão (Fortaleza),60326,44810.0,06/11/2022,16:00,BRASIL,SÉRIE A - RODADA 36
zk3sO8i4,Internacional,https://static.flashscore.com/res/image/data/4EdoEoil-ALgHCh57.png,Athletico-PR,https://static.flashscore.com/res/image/data/SdnmINcM-QaMaOfUh.png,2,0,3,0,Flávio Rodrigues de Souza (Bra),Estádio José Pinheiro Borda (Porto Alegre),50600,12275.0,05/11/2022,21:00,BRASIL,SÉRIE A - RODADA 36
vN9YPUMi,Corinthians,https://static.flashscore.com/res/image/data/lY91WW9r-Sv3m8l2G.png,Ceará,https://static.flashscore.com/res/image/data/lO0NK6f5-d29WsioJ.png,1,0,3,0,B. Arleu (Bra),Neo Química Arena (São Paulo),49205,41172.0,05/11/2022,20:30,BRASIL,SÉRIE A - RODADA 36
821kMnMG,Goiás,https://static.flashscore.com/res/image/data/xd3edbeM-G2OQQubE.png,Juventude,https://static.flashscore.com/res/image/data/CA0V6qXg-8r8ETTNO.png,1,0,3,0,E. Alves Batista (Bra),Estádio da Serrinha (Goiânia),14450,8887.0,05/11/2022,19:00,BRASIL,SÉRIE A - RODADA 36
0WAUQA7o,Red Bull Bragantino,https://static.flashscore.com/res/image/data/llnonZDa-UkMF8Udb.png,América-MG,https://static.flashscore.com/res/image/data/Eut0HLfM-nHqWQgSo.png,1,4,0,3,Marcelo de Lima (Bra),Estádio Nabi Abi Chedid (Bragança Paulista),15010,2722.0,05/11/2022,19:00,BRASIL,SÉRIE A - RODADA 36
YPMn2RUp,Fluminense,https://static.flashscore.com/res/image/data/WlxJgSdM-WUfDDYk1.png,São Paulo,https://static.flashscore.com/res/image/data/YgK3qNCa-UPn7aGHL.png,3,1,3,0,Anderson Daronco (Bra),Maracanã (Rio de Janeiro),78838,38839.0,05/11/2022,16:30,BRASIL,SÉRIE A - RODADA 36
MoawPlxb,Santos,https://static.flashscore.com/res/image/data/rJGaKUhl-ALgHCh57.png,Avaí,https://static.flashscore.com/res/image/data/tGpYsdYg-2LNvhL4k.png,1,1,1,1,Augusto V. C. M. (Bra),Vila Belmiro (Santos),16068,18686.0,05/11/2022,16:30,BRASIL,SÉRIE A - RODADA 36
lv6sglhU,Flamengo,https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,Corinthians,https://static.flashscore.com/res/image/data/lY91WW9r-Sv3m8l2G.png,1,2,0,3,R. Abatti Abel (Bra),Maracanã (Rio de Janeiro),78838,57906.0,02/11/2022,21:30,BRASIL,SÉRIE A - RODADA 35
CnjiDiwn,Palmeiras,https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,Fortaleza,https://static.flashscore.com/res/image/data/ObufU2YA-8r8ETTNO.png,4,0,3,0,Wilton Sampaio (Bra),Allianz Parque (São Paulo),43713,29104.0,02/11/2022,21:30,BRASIL,SÉRIE A - RODADA 35
tSs899xB,Atlético-GO,https://static.flashscore.com/res/image/data/WGHITlhl-8f6Hj6B0.png,Santos,https://static.flashscore.com/res/image/data/rJGaKUhl-ALgHCh57.png,2,3,0,3,Anderson Daronco (Bra),Estádio Antonio Accioly (Goiânia),12500,8222.0,02/11/2022,19:00,BRASIL,SÉRIE A - RODADA 35
zksC8TiH,Avaí,https://static.flashscore.com/res/image/data/tGpYsdYg-2LNvhL4k.png,Red Bull Bragantino,https://static.flashscore.com/res/image/data/llnonZDa-UkMF8Udb.png,1,2,0,3,Wagner do Nascimento (Bra),Ressacada (Florianópolis),17800,,02/11/2022,19:00,BRASIL,SÉRIE A - RODADA 35
p0laBV7b,Juventude,https://static.flashscore.com/res/image/data/CA0V6qXg-8r8ETTNO.png,Coritiba,https://static.flashscore.com/res/image/data/xKm8lie5-8f6Hj6B0.png,0,1,0,3,Marcelo de Lima (Bra),Estadio Alfredo Jaconi (Caxias do Sul),19924,3030.0,02/11/2022,19:00,BRASIL,SÉRIE A - RODADA 35
Am7wfUxO,América-MG,https://static.flashscore.com/res/image/data/Eut0HLfM-nHqWQgSo.png,Internacional,https://static.flashscore.com/res/image/data/4EdoEoil-ALgHCh57.png,1,0,3,0,B. Arleu (Bra),Mineirão (Belo Horizonte),61927,2088.0,02/11/2022,16:00,BRASIL,SÉRIE A - RODADA 35
lhoG7m7N,Athletico-PR,https://static.flashscore.com/res/image/data/SdnmINcM-QaMaOfUh.png,Goiás,https://static.flashscore.com/res/image/data/xd3edbeM-G2OQQubE.png,3,2,3,0,Leandro Vuaden (Bra),Ligga Arena (Curitiba),42372,12864.0,02/11/2022,16:00,BRASIL,SÉRIE A - RODADA 35
E1XmEXNu,São Paulo,https://static.flashscore.com/res/image/data/YgK3qNCa-UPn7aGHL.png,Atlético-MG,https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,2,2,1,1,da Silva Machado B. (Bra),Estádio do MorumBIS (São Paulo),77011,23835.0,01/11/2022,21:30,BRASIL,SÉRIE A - RODADA 35
