id,homeTeam,homeTeamImage,awayTeam,awayTeamImage,scoreHome,scoreAway,pointsHome,pointsAway,referee,stadium,capacity,public,date,time,country,round
AHY1osre,Palmeiras (Bra),https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,Flamengo (Bra),https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,2,1,3,0,Pitana N. (Arg),Estadio Centenario (Montevidéu),60235.0,,27/11/2021,17:00,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - FINAL
Yy7kmUmD,Barcelona SC (Ecu),https://static.flashscore.com/res/image/data/nit9vJwS-WErjuywa.png,Flamengo (Bra),https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,0,2,0,3,Tobar Vargas R. (Chi),Estádio Banco Pichincha (Guayaquil),59283.0,,29/09/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - SEMIFINAIS
8CCLdAjb,Atlético-MG (Bra),https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,Palmeiras (Bra),https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,1,1,1,1,Roldan W. (Col),Mineirão (Belo Horizonte),61927.0,,28/09/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - SEMIFINAIS
KY2olAY6,Flamengo (Bra),https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,Barcelona SC (Ecu),https://static.flashscore.com/res/image/data/nit9vJwS-WErjuywa.png,2,0,3,0,Cunha A. (Uru),Maracanã (Rio de Janeiro),78838.0,,22/09/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - SEMIFINAIS
jyIGcjyh,Palmeiras (Bra),https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,Atlético-MG (Bra),https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,0,0,1,1,Loustau P. (Arg),Allianz Parque (São Paulo),43713.0,,21/09/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - SEMIFINAIS
jgwIS3kK,Barcelona SC (Ecu),https://static.flashscore.com/res/image/data/nit9vJwS-WErjuywa.png,Fluminense (Bra),https://static.flashscore.com/res/image/data/WlxJgSdM-WUfDDYk1.png,1,1,1,1,Ostojich E. (Uru),Estádio Banco Pichincha (Guayaquil),59283.0,,19/08/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - QUARTAS DE FINAL
SScCdq8h,Atlético-MG (Bra),https://static.flashscore.com/res/image/data/WbSJHDh5-pCk2vaSD.png,River Plate (Arg),https://static.flashscore.com/res/image/data/Ic4xH0Yg-nqhLBCKD.png,3,0,3,0,Tobar Vargas R. (Chi),Mineirão (Belo Horizonte),61927.0,,18/08/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - QUARTAS DE FINAL
UVnznUGo,Flamengo (Bra),https://static.flashscore.com/res/image/data/ADvIaiZA-2R2JjDQC.png,Olimpia Asuncion (Par),https://static.flashscore.com/res/image/data/fFjeTTwS-UPd1WAes.png,5,1,3,0,Valenzuela J. (Ven),Estádio Nacional Mané Garrincha (Brasília),72788.0,,18/08/2021,19:15,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - QUARTAS DE FINAL
f7gujPXg,Palmeiras (Bra),https://static.flashscore.com/res/image/data/xCtpyPHG-ALgHCh57.png,São Paulo (Bra),https://static.flashscore.com/res/image/data/YgK3qNCa-UPn7aGHL.png,3,0,3,0,Roldan W. (Col),Allianz Parque (São Paulo),43713.0,,17/08/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - QUARTAS DE FINAL
C2vETqzE,Fluminense (Bra),https://static.flashscore.com/res/image/data/WlxJgSdM-WUfDDYk1.png,Barcelona SC (Ecu),https://static.flashscore.com/res/image/data/nit9vJwS-WErjuywa.png,2,2,1,1,Herrera A. (Ven),Maracanã (Rio de Janeiro),78838.0,,12/08/2021,21:30,AMÉRICA DO SUL,COPA LIBERTADORES - PLAYOFFS - QUARTAS DE FINAL
